C07C1/00	いずれも炭化水素でない１個またはそれ以上の化合物からの炭化水素の製造
C07C241/00	互いに単結合で結合している窒素原子鎖を含有する化合物の製造，例．ヒドラジン，トリアザン
C07C241/02	ヒドラジンの製造
C07C241/04	ヒドラジドの製造
C07C243/00	互いに単結合で結合している窒素原子鎖を含有する化合物，例．ヒドラジン，トリアザン
C07C243/02	Ｎ―ニトロ化合物
C07C243/04	Ｎ―ニトロソ化合物
C07C243/06	Ｎ―ニトロソ―アミン
C07C243/08	Ｎ―ニトロソ―カルボン酸アミド
C07C243/10	ヒドラジン
C07C243/12	ヒドラジノ基の窒素原子が非環式炭素原子に結合しているもの
C07C243/14	飽和炭素骨格の
C07C243/16	不飽和炭素骨格の
C07C243/18	環を含有するもの
C07C243/20	ヒドラジノ基の窒素原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C243/22	ヒドラジノ基の窒素原子が６員芳香環の炭素原子に結合しているもの
C07C243/24	ヒドラジノ基の窒素原子がカルボン酸でアシル化されているヒドラジン
C07C243/26	アシル化しているカルボキシル基が水素原子または非環式炭素原子に結合しているもの
C07C243/28	水素原子または飽和炭素骨格の炭素原子に結合しているもの
C07C243/30	不飽和炭素骨格の炭素原子に結合しているもの
C07C243/32	炭素骨格が環を含有するもの
C07C243/34	さらに窒素原子で置換された炭素骨格の炭素原子に結合しているもの
C07C243/36	アシル化しているカルボキシル基が６員芳香環以外の環の炭素原子に結合しているもの
C07C243/38	アシル化しているカルボキシル基が６員芳香環の炭素原子に結合しているもの
C07C243/40	ヒドラジノ基の窒素原子が４級化されているヒドラジン
C07C243/42	ヒドラジノ基の窒素原子がさらに異種原子に単結合で結合しているヒドラジン
C07C245/00	少なくとも１個の窒素―窒素多重結合をもつ少なくとも二個の窒素原子の鎖を含有する化合物（アゾキシ化合物Ｃ０７Ｃ２９１／０８）
C07C245/02	アゾ化合物，すなわち―Ｎ＝Ｎ―基が異なった原子に結合している化合物，例．ジアゾヒドロキシド
C07C245/04	アゾ基の窒素原子が非環式炭素原子または６員芳香環以外の環の炭素原子に結合しているもの
C07C245/06	アゾ基の窒素原子が６員芳香環の炭素原子に結合しているもの
C07C245/08	アゾ基の２個の窒素原子が６員芳香環に結合しているもの，例．アゾベンゼン
C07C245/10	アゾ基の窒素原子が縮合環系の一部である６員芳香環の炭素原子に結合しているもの
C07C245/12	ジアゾ化合物，すなわち＝Ｎ２基が同じ炭素原子に結合している化合物
C07C245/14	炭素骨格の非環式炭素原子に結合するジアゾ基をもつもの
C07C245/16	ジアゾメタン
C07C245/18	炭素骨格がさらにカルボキシル基で置換されているもの
C07C245/20	ジアゾニウム化合物
C07C245/22	１個以上の窒素―窒素二重結合を持つ３個以上の窒素原子からなる窒素鎖を含有するもの
C07C245/24	３個の窒素原子からなる窒素鎖，例．ジアゾアミン
C07C247/00	アジド基を含有する化合物
C07C247/02	炭素骨格の非環式炭素原子に結合するアジド基をもつもの
C07C247/04	飽和のもの
C07C247/06	環を含有するもの
C07C247/08	不飽和のもの
C07C247/10	環を含有するもの
C07C247/12	さらにカルボキシル基で置換されているもの
C07C247/14	アジド基が６員芳香環以外の環の炭素原子に結合しているもの
C07C247/16	アジド基が炭素骨格の６員芳香環の炭素原子に結合しているもの
C07C247/18	さらにカルボキシル基で置換されているもの
C07C247/20	アジド基がカルボン酸でアシル化されているもの
C07C247/22	アシル化しているカルボキシル基が水素原子，非環式炭素原子または６員芳香環以外の環の炭素原子に結合しているもの
C07C247/24	少なくとも１個のアシル化しているカルボキシル基が６員芳香環の炭素原子に結合しているもの
C07C249/00	炭素骨格に二重結合で結合している窒素原子を含有する化合物の製造（ジアゾ化合物の製造Ｃ０７Ｃ２４５／１２）
C07C249/02	イミノ基を含有する化合物の
C07C249/04	オキシムの
C07C249/06	炭化水素または置換炭化水素のニトロソ化によるもの
C07C249/08	ヒドロキシルアミンとカルボニル化合物との反応によるもの
C07C249/10	ニトロ化合物またはその塩からのもの
C07C249/12	オキシイミノ基の形成が関与しない反応によるもの
C07C249/14	分離；精製；安定化；添加剤の使用
C07C249/16	ヒドラゾンの
C07C251/00	炭素骨格に二重結合で結合している窒素原子を含有する化合物（ジアゾ化合物Ｃ０７Ｃ２４５／１２）
C07C251/02	イミノ基を含有するもの
C07C251/04	イミノ基の炭素原子が水素原子または非環式炭素原子に結合しているもの
C07C251/06	飽和炭素骨格の炭素原子に結合しているもの
C07C251/08	炭素骨格が非環式のもの
C07C251/10	不飽和炭素骨格の炭素原子に結合しているもの
C07C251/12	炭素骨格が非環式のもの
C07C251/14	炭素骨格が６員芳香環以外の環を含有するもの
C07C251/16	炭素骨格が６員芳香環を含有するもの
C07C251/18	イミノ基の炭素原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C251/20	イミノ基の炭素原子が６員芳香環以外の環の一部であるもの
C07C251/22	キノンイミン
C07C251/24	イミノ基の炭素原子が６員芳香環の炭素原子に結合しているもの
C07C251/26	イミノ基の窒素原子がさらにハロゲン原子に結合しているもの
C07C251/28	イミノ基の窒素原子がアシル化されているもの
C07C251/30	イミノ基の窒素原子が４級化されているもの
C07C251/32	オキシム
C07C251/34	オキシイミノ基の酸素原子が水素原子または非置換炭化水素基の炭素原子に結合しているもの
C07C251/36	オキシイミノ基の炭素原子が水素原子または非環式炭素原子に結合しているもの
C07C251/38	飽和炭素骨格の炭素原子に結合しているもの
C07C251/40	不飽和炭素骨格の炭素原子に結合しているもの
C07C251/42	少なくとも１個のオキシイミノ基の炭素原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C251/44	少なくとも１個のオキシイミノ基の炭素原子が６員芳香環以外の環の一部であるもの
C07C251/46	キノンオキシム
C07C251/48	少なくとも１個のオキシイミノ基の炭素原子が６員芳香環の炭素原子に結合しているもの
C07C251/50	オキシイミノ基の酸素原子が置換炭化水素基の炭素原子に結合しているもの
C07C251/52	炭化水素基がハロゲン原子またはニトロもしくはニトロソ基で置換されているもの
C07C251/54	炭化水素基が単結合の酸素原子で置換されているもの
C07C251/56	炭化水素基が二重結合の酸素原子で置換されているもの
C07C251/58	炭化水素基がニトロまたはニトロソ基の一部でない窒素原子で置換されているもの
C07C251/60	炭化水素基がカルボキシル基で置換されているもの
C07C251/62	オキシイミノ基の酸素原子がエステル化されているもの
C07C251/64	カルボン酸によるもの
C07C251/66	エステル化されたカルボキシル基が水素原子または，非環式炭素原子もしくは６員芳香環以外の環の炭素原子に結合しているもの
